date,tps,cpu_usage,ram_usage,players_online,avg_ping,treatment,iteration
2025-06-20 21:09:46.300000-06:00,20.0,2.448922211034031,4023,0,,T6,1_1
2025-06-20 21:10:46.300000-06:00,20.0,3.489659295124419,4057,0,,T6,1_1
2025-06-20 21:11:46.300000-06:00,20.0,1.6172332744913391,4099,0,,T6,1_1
2025-06-20 21:12:46.300000-06:00,20.0,1.5324995640181056,4133,0,,T6,1_1
2025-06-20 21:13:46.300000-06:00,20.0,1.5226978217232214,4165,0,,T6,1_1
2025-06-20 21:14:46.300000-06:00,20.0,1.3831737399025703,4200,0,,T6,1_1
2025-06-20 21:15:46.300000-06:00,20.0,1.9148986859307482,4230,0,,T6,1_1
2025-06-20 21:16:46.300000-06:00,20.0,1.4754114752854677,4276,0,,T6,1_1
2025-06-20 21:17:46.300000-06:00,20.0,2.7813548844487603,4324,0,,T6,1_1
2025-06-20 21:18:46.300000-06:00,20.0,3.8908437056108975,4359,0,,T6,1_1
2025-06-20 21:19:46.300000-06:00,20.0,3.12370152531788,4393,0,,T6,1_1
2025-06-20 21:20:46.300000-06:00,20.0,1.3749821433793206,4427,0,,T6,1_1
2025-06-20 21:21:46.300000-06:00,20.0,1.2255091505343525,4461,0,,T6,1_1
2025-06-20 21:22:46.300000-06:00,20.0,1.9833114981259086,4395,0,,T6,1_1
2025-06-20 21:23:46.300000-06:00,20.0,2.0243172113131784,1659,0,,T6,1_1
2025-06-20 21:24:46.300000-06:00,20.0,2.8479186053775316,1701,0,,T6,1_1
2025-06-20 21:25:46.300000-06:00,20.0,2.2796169915456295,1734,0,,T6,1_1
2025-06-20 21:26:46.300000-06:00,20.0,3.4053950591727866,1778,0,,T6,1_1
2025-06-20 21:27:46.300000-06:00,20.0,3.2247332786351635,1819,0,,T6,1_1
2025-06-20 21:28:46.300000-06:00,20.0,1.4661946771487024,1855,0,,T6,1_1
2025-06-20 21:29:46.300000-06:00,20.0,1.1649999446118393,1887,0,,T6,1_1
2025-06-20 22:01:46.300000-06:00,19.758382464908628,32.68101119300645,3673,1,,T6,1_2
