date,tps,cpu_usage,ram_usage,players_online,avg_ping,treatment,iteration
2025-06-20 18:09:35.555000-06:00,19.974603559249942,24.869939318034355,4012,1,,T7,1
2025-06-20 18:10:35.555000-06:00,19.996321684409303,23.754342728527508,4892,1,,T7,1
2025-06-20 18:11:35.555000-06:00,19.397789581733726,22.810442546583843,4992,1,101.0,T7,1
2025-06-20 18:12:35.555000-06:00,19.402233212101237,22.652805618294746,5062,1,142.0,T7,1
2025-06-20 18:13:35.555000-06:00,19.92907576435733,23.15578102453102,3770,1,160.0,T7,1
2025-06-20 18:14:35.555000-06:00,19.821355787449512,23.1188574408683,5342,1,162.0,T7,1
2025-06-20 18:15:35.555000-06:00,19.785964776057497,19.219228507000242,4549,1,160.0,T7,1
2025-06-20 18:16:35.555000-06:00,20.0,20.184561453039713,5247,1,155.0,T7,1
2025-06-20 18:17:35.555000-06:00,19.896543895058304,21.432538114059852,5007,1,160.0,T7,1
2025-06-20 18:18:35.555000-06:00,19.87873598626807,18.11586644473019,5685,1,183.0,T7,1
2025-06-20 18:19:35.555000-06:00,19.838893126122194,19.160740557751424,4938,1,194.0,T7,1
2025-06-20 18:20:35.555000-06:00,19.999177018579815,18.091703375127288,4420,1,188.0,T7,1
2025-06-20 18:21:35.555000-06:00,20.0,18.78159388920259,4869,1,177.0,T7,1
2025-06-20 18:22:35.555000-06:00,20.0,22.113511910794518,4244,1,167.0,T7,1
2025-06-20 18:23:35.555000-06:00,20.0,22.02756244241219,5244,1,163.0,T7,1
2025-06-20 18:24:35.555000-06:00,19.82749936710574,20.214216701173232,5712,1,161.0,T7,1
2025-06-20 18:25:35.555000-06:00,19.875130785780048,19.2379991480678,4220,1,162.0,T7,1
2025-06-20 18:26:35.555000-06:00,19.928651371403838,18.68371486605182,4810,1,153.0,T7,1
2025-06-20 18:27:35.555000-06:00,19.98777315303215,18.21117933998369,5351,1,164.0,T7,1
2025-06-20 18:28:35.555000-06:00,19.447343130839844,28.51806035148426,4384,1,164.0,T7,1
2025-06-20 18:29:35.555000-06:00,18.51089379048134,27.064682268214867,4804,1,176.0,T7,1
2025-06-20 18:30:35.555000-06:00,19.742215711332527,23.557941782793403,5323,1,163.0,T7,1
2025-06-20 18:31:35.555000-06:00,19.20083780821287,25.785502462565123,5334,1,170.0,T7,1
2025-06-20 18:32:35.555000-06:00,19.463400252829665,30.88356172072902,4805,1,171.0,T7,1
2025-06-20 18:33:35.555000-06:00,18.689001780537257,23.98955995695126,5799,1,172.0,T7,1
2025-06-20 18:34:35.555000-06:00,19.53399136112516,27.666296231629367,6280,1,171.0,T7,1
2025-06-20 18:35:35.571000-06:00,18.95127103246508,26.391109861269936,5853,1,154.0,T7,1
2025-06-20 18:36:36.555000-06:00,19.205858707534052,20.84637754567274,5983,1,164.0,T7,1
2025-06-20 18:37:36.555000-06:00,19.862367600780875,19.22877689942907,6480,1,172.0,T7,1
2025-06-20 18:38:36.555000-06:00,19.92524488686576,13.80366784130454,6250,1,160.0,T7,1
2025-06-20 18:39:36.555000-06:00,19.84993350607283,5.671240625316714,6508,0,164.0,T7,1
2025-06-20 18:40:36.555000-06:00,20.0,2.726558435525827,6943,0,164.0,T7,1
2025-06-20 18:41:36.555000-06:00,20.0,1.5954408212560383,6977,0,164.0,T7,1
2025-06-20 18:42:36.555000-06:00,20.0,1.601970794905578,7010,0,164.0,T7,1
2025-06-20 18:43:36.555000-06:00,20.0,1.7864734299516902,7044,0,164.0,T7,1
